Timestamp,WindSpeed,RotorSpeed,GeneratorSpeed,Power,GeneratorTemp
2022-01-19 08:33:06.631,2.5,40.7,483.0,1.48,22.4
2022-01-19 08:34:06.631,3.5,45.1,544.0,2.22,22.4
2022-01-19 08:35:06.631,3.5,57.9,689.0,4.48,48.2
2022-01-19 08:36:06.631,3.1,48.9,592.0,2.86,52.7
2022-01-19 08:37:06.631,3.1,48.2,580.0,2.75,28.0
2022-01-19 08:38:06.631,2.8,37.1,440.0,0.97,27.0
2022-01-19 08:39:06.631,3.8,57.2,691.0,4.64,55.3
2022-01-19 08:40:06.631,2.1,33.2,403.0,0.71,13.1
2022-01-19 08:41:06.631,3.0,52.8,638.0,3.64,49.6
2022-01-19 08:42:06.631,2.7,37.9,445.0,1.04,20.6
2022-01-19 08:43:06.631,3.8,60.2,720.0,5.38,49.8
2022-01-19 08:44:06.631,2.6,32.7,388.0,0.57,21.4
2022-01-19 08:45:06.631,2.4,32.8,393.0,0.66,20.1
2022-01-19 08:46:06.631,4.4,65.3,777.0,6.73,48.1
2022-01-19 08:47:06.631,2.2,39.6,471.0,1.2,37.9
2022-01-19 08:48:06.631,4.3,62.1,749.0,6.08,43.1
2022-01-19 08:49:06.631,3.2,54.6,659.0,4.01,37.4
2022-01-19 08:50:06.631,2.4,39.7,471.0,1.19,35.5
2022-01-19 08:51:06.631,3.5,54.4,657.0,3.89,27.4
2022-01-19 08:52:06.631,2.9,46.7,578.0,2.55,38.9
2022-01-19 08:53:06.631,3.1,47.6,566.0,2.4,29.4
2022-01-19 08:54:06.631,3.8,60.5,727.0,5.38,49.0
2022-01-19 08:55:06.631,2.7,40.9,487.0,1.41,36.1
2022-01-19 08:56:06.631,4.8,64.8,778.0,6.76,53.9
2022-01-19 08:57:06.631,4.7,66.2,779.0,6.7,41.5
2022-01-19 08:58:06.631,2.8,47.6,572.0,2.53,24.2
2022-01-19 08:59:06.631,4.1,54.5,638.0,3.49,44.2
2022-01-19 09:00:06.631,3.0,49.5,581.0,2.56,39.7
2022-01-19 09:01:06.631,2.4,38.3,459.0,1.1,37.2
2022-01-19 09:02:06.631,2.7,44.7,533.0,1.88,38.3
2022-01-19 09:03:06.631,4.3,62.8,743.0,5.93,36.7
2022-01-19 09:04:06.631,2.7,42.5,520.0,1.87,32.0
2022-01-19 09:05:06.631,5.7,65.2,779.0,6.72,45.7
2022-01-19 09:06:06.631,2.9,42.7,514.0,1.77,27.1
2022-01-19 09:07:06.631,2.4,35.2,424.0,0.8,26.7
2022-01-19 09:08:06.631,2.8,44.7,533.0,1.96,28.6
2022-01-19 09:09:06.631,3.2,52.1,632.0,3.55,36.7
2022-01-19 09:10:06.631,3.4,58.2,696.0,4.76,39.8
2022-01-19 09:11:06.631,5.7,65.3,784.0,6.77,42.1
2022-01-19 09:12:06.631,6.4,65.1,781.0,6.8,41.8
2022-01-19 09:13:06.631,2.3,40.1,481.0,1.36,24.2
2022-01-19 09:14:06.631,3.5,56.4,663.0,3.95,48.8
2022-01-19 09:15:06.631,3.0,47.5,568.0,2.42,22.7
2022-01-19 09:16:06.631,5.2,64.9,779.0,6.7,53.8
2022-01-19 09:17:06.631,3.4,53.2,637.0,3.51,40.9
2022-01-19 09:18:06.631,4.0,57.5,687.0,4.5,36.3
2022-01-19 09:19:06.631,2.8,40.0,476.0,1.31,40.7
2022-01-19 09:20:06.631,3.2,43.3,518.0,1.77,17.9
2022-01-19 09:21:06.631,3.4,52.1,619.0,3.18,37.2
2022-01-19 09:22:06.631,3.9,52.0,615.0,3.06,49.0
2022-01-19 09:23:06.631,4.3,58.7,687.0,4.44,45.1
2022-01-19 09:24:06.631,3.4,53.3,640.0,3.61,40.6
2022-01-19 09:25:06.631,2.6,41.1,484.0,1.37,32.5
2022-01-19 09:26:06.631,4.0,61.0,720.0,5.18,44.9
2022-01-19 09:27:06.631,2.9,46.2,558.0,2.26,26.7
2022-01-19 09:28:06.631,2.6,43.3,515.0,1.7,28.5
2022-01-19 09:29:06.631,3.2,50.7,606.0,2.99,48.0
2022-01-19 09:30:06.631,4.0,59.0,718.0,5.38,38.8
2022-01-19 09:31:06.631,4.7,65.5,779.0,6.72,41.4
2022-01-19 09:32:06.631,2.6,42.3,513.0,1.75,24.2
2022-01-19 09:33:06.631,2.5,43.8,541.0,2.11,40.6
2022-01-19 09:34:06.631,2.4,41.1,495.0,1.49,32.6
2022-01-19 09:35:06.631,2.7,47.1,588.0,2.8,36.4
2022-01-19 09:36:06.631,4.0,57.2,681.0,4.44,43.0
2022-01-19 09:37:06.631,2.1,37.6,450.0,1.03,24.5
2022-01-19 09:38:06.631,2.4,42.5,507.0,1.64,24.1
2022-01-19 09:39:06.631,2.3,37.2,447.0,1.02,23.1
2022-01-19 09:40:06.631,2.1,37.8,455.0,1.07,19.6
2022-01-19 09:41:06.631,2.7,46.0,550.0,2.21,24.2
2022-01-19 09:42:06.631,2.2,39.7,475.0,1.27,19.3
2022-01-19 09:43:06.631,2.2,38.8,468.0,1.22,27.2
2022-01-19 09:44:06.631,2.1,29.9,357.0,0.32,18.8
2022-01-19 09:45:06.631,3.0,49.9,595.0,2.77,19.6
2022-01-19 09:46:06.631,2.2,39.3,472.0,1.22,18.7
2022-01-19 09:47:06.631,2.7,43.4,517.0,1.75,24.6
2022-01-19 09:48:06.631,2.7,44.7,531.0,1.95,23.7
2022-01-19 09:49:06.631,2.1,34.4,410.0,0.72,22.3
2022-01-19 09:50:06.631,2.3,40.0,476.0,1.27,23.8
2022-01-19 09:51:06.631,2.2,36.3,437.0,0.92,23.9
2022-01-19 09:52:06.631,2.4,38.5,460.0,1.17,22.5
2022-01-19 09:53:06.631,2.7,43.5,519.0,1.72,24.3
2022-01-19 09:54:06.631,2.5,43.9,525.0,1.75,24.5
2022-01-19 09:55:06.631,2.6,42.0,504.0,1.64,24.1
2022-01-19 09:56:06.631,2.1,33.6,392.0,0.5,18.5
2022-01-19 09:57:06.631,2.2,36.8,439.0,0.92,24.5
2022-01-19 09:58:06.631,2.6,44.4,536.0,2.03,24.3
2022-01-19 09:59:06.631,2.6,41.7,499.0,1.57,23.8
2022-01-19 10:00:06.631,2.3,40.3,484.0,1.35,23.3
2022-01-19 10:01:06.631,2.4,43.1,518.0,1.8,24.3
2022-01-19 10:02:06.631,2.4,35.3,423.0,0.82,18.8
2022-01-19 10:03:06.631,2.5,43.8,519.0,1.7,25.0
2022-01-19 10:04:06.631,2.1,35.3,424.0,0.82,22.2
2022-01-19 10:05:06.631,2.8,45.0,533.0,1.98,27.7
2022-01-19 10:06:06.631,2.1,34.0,409.0,0.66,18.4
2022-01-19 10:07:06.631,2.3,38.7,464.0,1.12,24.1
2022-01-19 10:08:06.631,2.1,35.7,434.0,0.89,19.3
2022-01-19 10:09:06.631,2.2,37.8,450.0,1.07,22.3
2022-01-19 10:10:06.631,2.4,37.7,454.0,1.09,15.9
2022-01-19 10:11:06.631,2.5,43.2,516.0,1.77,19.6
2022-01-19 10:12:06.631,2.4,42.8,512.0,1.68,23.9
2022-01-19 10:13:06.631,2.3,33.9,404.0,0.63,20.7
2022-01-19 10:14:06.631,2.5,41.6,495.0,1.51,23.7
2022-01-19 10:15:06.631,2.9,46.5,558.0,2.28,24.1
2022-01-19 10:16:06.631,2.5,34.0,401.0,0.59,17.9
2022-01-19 10:17:06.631,3.1,45.2,546.0,2.17,17.8
2022-01-19 10:18:06.631,2.2,31.4,372.0,0.43,16.3
2022-01-19 10:19:06.631,2.3,37.6,446.0,0.98,21.7
2022-01-19 10:20:06.631,2.8,44.3,532.0,1.89,27.6
2022-01-19 10:21:06.631,2.4,40.6,480.0,1.32,19.4
2022-01-19 10:22:06.631,2.5,44.1,527.0,1.89,28.5
2022-01-19 10:23:06.631,2.7,35.0,418.0,0.8,15.2
2022-01-19 10:24:06.631,2.1,35.1,416.0,0.76,18.5
2022-01-19 10:25:06.631,2.3,40.3,487.0,1.42,20.5
2022-01-19 10:26:06.631,2.3,40.8,495.0,1.5,18.9
2022-01-19 10:27:06.631,2.5,36.1,437.0,0.94,16.1
2022-01-19 10:28:06.631,2.2,38.0,453.0,1.06,14.3
2022-01-19 10:29:06.631,2.1,27.2,317.0,0.16,16.1
2022-01-19 10:30:06.631,2.5,16.5,174.0,0.07,7.7
2022-01-19 10:31:06.631,2.1,35.7,425.0,0.82,15.6
2022-01-19 10:32:06.631,2.2,32.9,392.0,0.6,15.6
2022-01-19 10:33:06.631,2.2,29.0,341.0,0.27,10.5
2022-01-19 10:34:06.631,2.3,38.4,458.0,1.13,15.6
2022-01-19 10:35:06.631,2.2,39.8,484.0,1.38,14.2
2022-01-19 10:36:06.631,2.1,37.9,456.0,1.12,8.0
2022-01-19 10:37:06.631,2.3,38.2,460.0,1.15,14.3
2022-01-19 10:38:06.631,2.8,38.6,463.0,1.22,16.6
2022-01-19 10:39:06.631,2.6,37.0,447.0,1.02,16.0
2022-01-19 10:40:06.631,2.1,35.2,423.0,0.78,15.5
2022-01-19 10:41:06.631,2.5,38.3,460.0,1.2,12.4
2022-01-19 10:42:06.631,2.1,34.5,410.0,0.72,12.5
2022-01-19 10:43:06.631,2.5,36.0,429.0,0.86,16.0
2022-01-19 10:44:06.631,2.1,32.3,379.0,0.42,15.6
2022-01-19 10:45:06.631,2.4,35.6,430.0,0.88,16.5
2022-01-19 10:46:06.631,2.6,44.3,529.0,1.94,14.2
2022-01-19 10:47:06.631,2.1,35.7,428.0,0.83,15.2
2022-01-19 10:48:06.631,2.5,35.8,427.0,0.85,16.0
2022-01-19 10:49:06.631,2.2,40.2,474.0,1.29,16.2
2022-01-19 10:50:06.631,2.5,28.2,336.0,0.24,16.1
2022-01-19 10:51:06.631,2.4,38.1,452.0,1.04,15.2
2022-01-19 10:52:06.631,2.2,37.4,454.0,1.09,14.3
2022-01-19 10:53:06.631,2.8,41.2,492.0,1.47,15.9
2022-01-19 10:54:06.631,2.3,37.9,449.0,1.06,15.5
2022-01-19 10:55:06.631,2.1,35.8,426.0,0.8,15.1
2022-01-19 10:56:06.631,2.1,35.2,418.0,0.76,14.3
2022-01-19 10:57:06.631,2.5,33.4,396.0,0.62,15.5
2022-01-19 10:58:06.631,2.2,35.3,414.0,0.73,13.4
2022-01-19 10:59:06.631,2.4,34.1,409.0,0.69,12.5
2022-01-19 11:00:06.631,2.5,34.8,419.0,0.8,16.1
2022-01-19 11:01:06.631,2.4,37.3,451.0,1.05,16.0
2022-01-19 11:02:06.631,2.8,43.2,515.0,1.74,13.8
2022-01-19 11:03:06.631,2.6,35.4,420.0,0.79,16.0
2022-01-19 11:04:06.631,2.2,24.7,290.0,0.02,10.6
2022-01-19 11:05:06.631,2.5,38.3,445.0,0.91,16.1
2022-01-19 11:06:06.631,2.3,35.4,427.0,0.85,15.6
2022-01-19 11:07:06.631,2.2,34.4,417.0,0.77,12.4
2022-01-19 11:08:06.631,2.1,34.0,411.0,0.74,15.2
2022-01-19 11:09:06.631,2.4,32.3,388.0,0.52,14.7
2022-01-19 11:10:06.631,2.2,34.0,403.0,0.66,9.7
2022-01-19 11:11:06.631,2.3,37.6,452.0,1.08,14.5
2022-01-19 11:12:06.631,2.4,38.6,466.0,1.22,16.1
2022-01-19 11:13:06.631,2.2,32.7,387.0,0.48,15.3
2022-01-19 11:14:06.631,2.1,36.1,433.0,0.91,14.2
2022-01-19 11:15:06.631,2.3,29.8,349.0,0.29,15.6
2022-01-19 11:16:06.631,2.3,38.1,450.0,1.08,14.3
2022-01-19 11:17:06.631,2.4,40.4,488.0,1.47,10.4
2022-01-19 11:18:06.631,2.4,25.0,293.0,0.06,6.9
2022-01-19 11:19:06.631,3.3,41.8,504.0,1.66,8.8
2022-01-19 11:20:06.631,2.5,40.4,468.0,1.23,10.5
2022-01-19 11:21:06.631,2.1,31.4,380.0,0.5,9.6
2022-01-19 11:22:06.631,2.7,41.7,505.0,1.59,10.3
2022-01-19 11:23:06.631,2.5,37.4,453.0,1.1,10.5
2022-01-19 11:24:06.631,2.7,41.3,491.0,1.48,10.0
2022-01-19 11:25:06.631,2.4,26.1,304.0,0.11,6.9
2022-01-19 11:26:06.631,2.8,6.2,81.0,0.02,8.6
2022-01-19 11:27:06.631,2.7,42.2,503.0,1.63,10.3
2022-01-19 11:28:06.631,2.9,46.1,548.0,2.15,10.5
2022-01-19 11:29:06.631,3.6,48.0,572.0,2.5,10.6
2022-01-19 11:30:06.631,3.1,45.3,542.0,2.1,10.5
2022-01-19 11:31:06.631,2.4,35.0,416.0,0.76,9.8
2022-01-19 11:32:06.631,3.7,44.8,537.0,2.08,8.8
2022-01-19 11:33:06.631,2.6,38.4,468.0,1.24,10.5
2022-01-19 11:34:06.631,2.1,27.6,330.0,0.21,7.0
2022-01-19 11:35:06.631,2.5,37.3,458.0,1.19,8.8
2022-01-19 11:36:06.631,2.3,31.0,366.0,0.42,8.2
2022-01-19 11:37:06.631,3.4,49.8,588.0,2.72,10.6
2022-01-19 11:38:06.631,2.1,23.6,283.0,0.02,7.8
2022-01-19 11:39:06.631,2.4,29.5,348.0,0.3,9.7
2022-01-19 11:40:06.631,2.6,38.5,458.0,1.08,9.9
2022-01-19 11:41:06.631,2.3,4.8,58.0,0.02,8.6
2022-01-19 11:42:06.631,2.4,30.9,363.0,0.38,9.7
2022-01-19 11:43:06.631,3.8,5.0,63.0,0.02,10.6
2022-01-19 11:44:06.631,5.1,13.8,236.0,0.06,10.6
2022-01-19 11:45:06.631,2.1,27.6,327.0,0.19,6.9
2022-01-19 11:46:06.631,3.0,40.6,482.0,1.38,10.0
2022-01-19 11:47:06.631,2.7,42.0,506.0,1.62,10.3
2022-01-19 11:48:06.631,2.5,36.6,449.0,1.13,8.8
2022-01-19 11:49:06.631,2.7,37.6,449.0,1.07,9.9
2022-01-19 11:50:06.631,3.3,44.3,514.0,1.63,10.6
2022-01-19 11:51:06.631,3.3,46.3,548.0,2.17,10.5
2022-01-19 11:52:06.631,2.3,31.1,368.0,0.43,8.2
2022-01-19 11:53:06.631,3.6,39.9,482.0,1.41,8.8
2022-01-19 11:54:06.631,2.1,23.6,283.0,0.04,7.8
2022-01-19 11:55:06.631,3.5,42.8,520.0,1.84,8.8
2022-01-19 11:56:06.631,2.5,35.2,417.0,0.79,9.8
2022-01-19 11:57:06.631,2.6,39.6,479.0,1.39,10.5
2022-01-19 11:58:06.631,2.7,41.9,499.0,1.6,10.2
2022-01-19 11:59:06.631,3.5,39.3,545.0,0.88,10.6
2022-01-19 12:00:06.631,2.7,42.3,503.0,1.64,10.3
2022-01-19 12:01:06.631,4.1,35.1,396.0,0.56,8.8
2022-01-19 12:02:06.631,3.6,45.2,538.0,2.05,8.8
2022-01-19 12:03:06.631,2.1,23.6,279.0,0.03,7.8
2022-01-19 12:04:06.631,3.6,45.0,538.0,2.08,8.8
2022-01-19 12:05:06.631,3.2,41.4,479.0,1.32,10.5
2022-01-19 12:06:06.631,2.5,37.5,458.0,1.13,10.5
2022-01-19 12:07:06.631,24.4,23.1,249.0,0.01,11.5
2022-01-19 12:08:06.631,29.2,25.0,267.0,0.01,10.9
2022-01-19 12:09:06.631,19.4,17.3,124.0,0.01,11.1
2022-01-19 12:10:06.631,18.8,18.7,106.0,0.01,11.5
2022-01-19 12:11:06.631,17.9,18.4,197.0,0.01,11.6
2022-01-19 12:12:06.631,25.2,26.4,271.0,0.01,11.5
2022-01-19 12:13:06.631,19.8,18.6,235.0,0.01,11.6
2022-01-19 12:14:06.631,16.9,16.7,151.0,0.01,11.6
2022-01-19 12:15:06.631,18.4,18.7,218.0,0.01,11.4
2022-01-19 12:16:06.631,22.2,20.1,251.0,0.01,11.4
2022-01-19 12:17:06.631,19.6,19.5,192.0,0.01,11.4
2022-01-19 12:18:06.631,20.5,18.1,237.0,0.01,11.4
2022-01-19 12:19:06.631,17.4,17.6,222.0,0.01,11.6
2022-01-19 12:20:06.631,17.1,17.7,185.0,0.01,11.3
2022-01-19 12:21:06.631,26.9,21.7,233.0,0.01,11.4
2022-01-19 12:22:06.631,25.0,23.4,272.0,0.02,11.5
2022-01-19 12:23:06.631,17.9,18.6,208.0,0.01,11.3
2022-01-19 12:24:06.631,17.8,18.8,213.0,0.01,11.4
2022-01-19 12:25:06.631,19.2,18.2,135.0,0.01,11.4
2022-01-19 12:26:06.631,19.7,19.2,212.0,0.01,11.5
2022-01-19 12:27:06.631,23.1,18.1,121.0,0.01,11.1
2022-01-19 12:28:06.631,20.7,19.6,239.0,0.01,11.2
2022-01-19 12:29:06.631,21.6,21.0,221.0,0.01,11.4
2022-01-19 12:30:06.631,21.5,21.6,246.0,0.01,11.2
2022-01-19 12:31:06.631,19.4,18.8,222.0,0.01,11.6
2022-01-19 12:32:06.631,22.2,21.0,251.0,0.01,11.5
2022-01-19 12:33:06.631,17.9,17.3,209.0,0.01,11.6
2022-01-19 12:34:06.631,18.0,17.0,171.0,0.01,11.4
2022-01-19 12:35:06.631,21.6,21.2,253.0,0.01,11.5
2022-01-19 12:36:06.631,23.8,21.0,130.0,0.01,11.3
2022-01-19 12:37:06.631,17.9,20.8,249.0,0.01,11.2
2022-01-19 12:38:06.631,21.6,21.4,256.0,0.01,11.3
2022-01-19 12:39:06.631,24.7,20.5,240.0,0.01,11.5
2022-01-19 12:40:06.631,24.4,22.3,247.0,0.01,11.3
2022-01-19 12:41:06.631,18.7,21.5,236.0,0.01,11.6
2022-01-19 12:42:06.631,22.1,18.5,221.0,0.01,11.6
2022-01-19 12:43:06.631,20.8,21.2,261.0,0.01,11.6
2022-01-19 12:44:06.631,18.8,18.9,91.0,0.01,11.2
2022-01-19 12:45:06.631,19.4,17.5,184.0,0.01,11.4
2022-01-19 12:46:06.631,21.4,20.3,216.0,0.01,11.3
2022-01-19 12:47:06.631,22.3,20.9,250.0,0.01,11.3
2022-01-19 12:48:06.631,17.8,18.1,204.0,0.01,11.6
2022-01-19 12:49:06.631,21.0,19.9,212.0,0.01,11.4
2022-01-19 12:50:06.631,17.4,16.9,173.0,0.01,11.4
2022-01-19 12:51:06.631,19.8,20.0,254.0,0.01,11.6
2022-01-19 12:52:06.631,20.2,18.1,217.0,0.01,11.6
2022-01-19 12:53:06.631,21.7,21.9,241.0,0.01,11.2
2022-01-19 12:54:06.631,20.4,18.8,177.0,0.01,11.3
2022-01-19 12:55:06.631,19.9,20.6,220.0,0.01,11.6
2022-01-19 12:56:06.631,24.6,22.2,255.0,0.01,11.3
2022-01-19 12:57:06.631,3.9,57.6,687.0,4.46,42.7
2022-01-19 12:58:06.631,5.3,65.8,782.0,6.83,46.5
2022-01-19 12:59:06.631,5.1,66.0,777.0,6.75,40.6
2022-01-19 13:00:06.631,4.9,63.6,758.0,6.4,44.6
2022-01-19 13:01:06.631,3.5,44.4,561.0,2.12,41.5
2022-01-19 13:02:06.631,4.7,63.8,757.0,6.4,38.8
2022-01-19 13:03:06.631,5.5,66.1,770.0,6.7,46.4
2022-01-19 13:04:06.631,2.2,22.5,285.0,0.04,30.0
2022-01-19 13:05:06.631,2.3,43.5,547.0,1.93,34.6
2022-01-19 13:06:06.631,5.3,64.9,767.0,6.59,39.6
2022-01-19 13:07:06.631,4.5,63.7,727.0,5.45,37.2
2022-01-19 13:08:06.631,4.7,65.6,771.0,6.76,48.1
2022-01-19 13:09:06.631,3.0,36.7,451.0,0.87,33.0
2022-01-19 13:10:06.631,2.2,34.5,423.0,0.7,28.8
2022-01-19 13:11:06.631,4.3,61.6,720.0,5.33,46.2
2022-01-19 13:12:06.631,3.2,51.3,616.0,2.89,34.6
2022-01-19 13:13:06.631,4.6,65.4,771.0,6.63,37.9
2022-01-19 13:14:06.631,2.3,38.9,515.0,1.55,34.7
2022-01-19 13:15:06.631,2.2,29.0,368.0,0.36,32.4
2022-01-19 13:16:06.631,3.5,49.1,572.0,2.26,42.9
2022-01-19 13:17:06.631,3.9,49.4,593.0,2.55,47.4
2022-01-19 13:18:06.631,3.7,59.2,737.0,5.76,47.6
2022-01-19 13:19:06.631,5.1,66.2,779.0,6.76,42.4
2022-01-19 13:20:06.631,4.4,58.0,681.0,4.29,44.8
2022-01-19 13:21:06.631,3.1,53.3,652.0,3.67,41.1
2022-01-19 13:22:06.631,4.7,51.3,571.0,2.16,38.6
2022-01-19 13:23:06.631,3.8,57.1,679.0,4.28,42.9
2022-01-19 13:24:06.631,3.8,50.2,619.0,3.06,38.4
2022-01-19 13:25:06.631,3.2,40.2,494.0,1.23,38.9
2022-01-19 13:26:06.631,6.4,65.9,787.0,6.87,42.3
2022-01-19 13:27:06.631,3.8,48.9,622.0,3.11,34.2
2022-01-19 13:28:06.631,3.3,52.8,639.0,3.37,38.5
2022-01-19 13:29:06.631,3.0,49.3,604.0,2.77,37.2
2022-01-19 13:30:06.631,4.8,63.9,745.0,5.97,47.8
2022-01-19 13:31:06.631,4.1,63.3,732.0,5.65,46.5
2022-01-19 13:32:06.631,2.7,46.7,578.0,2.34,37.1
2022-01-19 13:33:06.631,3.4,53.4,647.0,3.59,44.7
2022-01-19 13:34:06.631,3.6,54.7,655.0,3.75,40.6
2022-01-19 13:35:06.631,2.1,34.5,431.0,0.74,29.4
2022-01-19 13:36:06.631,2.8,35.7,429.0,0.71,33.0
2022-01-19 13:37:06.631,2.9,42.9,537.0,1.76,39.1
2022-01-19 13:38:06.631,3.2,55.8,673.0,4.15,46.9
2022-01-19 13:39:06.631,2.8,38.5,471.0,1.04,29.6
2022-01-19 13:40:06.631,3.7,50.5,600.0,2.67,43.2
2022-01-19 13:41:06.631,4.3,56.8,705.0,5.01,38.3
2022-01-19 13:42:06.631,2.4,44.2,555.0,2.04,39.9
2022-01-19 13:43:06.631,5.6,64.4,723.0,5.45,40.9
2022-01-19 13:44:06.631,5.3,66.6,778.0,6.74,46.4
2022-01-19 13:45:06.631,2.8,52.2,629.0,3.18,44.1
2022-01-19 13:46:06.631,3.6,57.5,690.0,4.53,46.6
2022-01-19 13:47:06.631,5.9,65.9,772.0,6.68,43.2
2022-01-19 13:48:06.631,4.1,60.9,725.0,5.48,50.5
2022-01-19 13:49:06.631,5.8,66.3,775.0,6.8,47.5
2022-01-19 13:50:06.631,4.7,66.6,780.0,6.83,52.4
2022-01-19 13:51:06.631,5.3,65.7,774.0,6.72,50.9
2022-01-19 13:52:06.631,2.8,39.9,507.0,1.44,25.3
2022-01-19 13:53:06.631,4.0,52.3,630.0,3.19,25.1
2022-01-19 13:54:06.631,4.1,62.8,734.0,5.76,53.0
2022-01-19 13:55:06.631,4.2,61.2,748.0,6.27,42.7
2022-01-19 13:56:06.631,3.5,57.5,691.0,4.61,43.8
2022-01-19 13:57:06.631,3.1,51.3,619.0,3.06,23.9
2022-01-19 13:58:06.631,4.9,65.6,778.0,6.81,47.6
2022-01-19 13:59:06.631,2.5,46.8,565.0,2.11,41.5
2022-01-19 14:00:06.631,4.0,62.2,746.0,6.07,54.1
2022-01-19 14:01:06.631,3.8,59.4,713.0,5.1,48.9
2022-01-19 14:02:06.631,4.4,64.7,772.0,6.8,41.3
2022-01-19 14:03:06.631,4.2,65.7,762.0,6.56,53.0
2022-01-19 14:04:06.631,7.9,65.2,772.0,6.75,50.9
2022-01-19 14:05:06.631,7.4,65.1,778.0,6.73,50.2
2022-01-19 14:06:06.631,2.3,42.7,527.0,1.65,34.6
2022-01-19 14:07:06.631,3.5,59.6,710.0,5.04,40.6
2022-01-19 14:08:06.631,4.3,59.3,707.0,4.99,45.4
2022-01-19 14:09:06.631,7.0,66.7,772.0,6.78,50.6
2022-01-19 14:10:06.631,4.7,62.1,751.0,6.34,42.6
2022-01-19 14:11:06.631,3.6,59.6,718.0,5.34,53.9
2022-01-19 14:12:06.631,5.3,66.3,775.0,6.8,46.0
2022-01-19 14:13:06.631,2.9,49.4,633.0,3.4,46.4
2022-01-19 14:14:06.631,2.8,47.8,569.0,2.19,53.1
2022-01-19 14:15:06.631,3.9,57.4,677.0,4.22,46.0
2022-01-19 14:16:06.631,3.2,50.6,621.0,3.06,50.6
2022-01-19 14:17:06.631,4.4,65.9,775.0,6.82,53.8
2022-01-19 14:18:06.631,5.0,66.1,783.0,6.87,53.4
2022-01-19 14:19:06.631,5.4,66.4,779.0,6.88,48.9
2022-01-19 14:20:06.631,4.6,62.4,742.0,5.94,49.2
2022-01-19 14:21:06.631,4.4,66.6,762.0,6.51,40.4
2022-01-19 14:22:06.631,3.5,51.3,642.0,3.54,53.1
2022-01-19 14:23:06.631,3.3,54.4,666.0,4.04,45.9
2022-01-19 14:24:06.631,6.3,65.3,768.0,6.75,50.7
2022-01-19 14:25:06.631,3.3,51.4,617.0,3.03,45.7
2022-01-19 14:26:06.631,7.6,65.8,772.0,6.7,49.8
2022-01-19 14:27:06.631,3.5,52.9,646.0,3.58,45.8
2022-01-19 14:28:06.631,4.0,63.7,725.0,5.44,49.3
2022-01-19 14:29:06.631,3.2,49.2,596.0,2.68,17.9
2022-01-19 14:30:06.631,4.0,61.2,733.0,5.71,49.8
2022-01-19 14:31:06.631,3.2,18.0,13.0,0.93,24.1
2022-01-19 14:32:06.631,4.0,59.7,706.0,4.95,38.0
2022-01-19 14:33:06.631,4.0,64.9,772.0,6.82,49.0
