Timestamp: 2022-01-20 13:18:58.512000
WindSpeed: 3.5 m/s
RotorSpeed: 57.9 rpm
GeneratorSpeed: 689.0 rpm
Power: 4.48 kW
GeneratorTemp: 48.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 09:40:14.918000
WindSpeed: 3.1 m/s
RotorSpeed: 48.9 rpm
GeneratorSpeed: 592.0 rpm
Power: 2.86 kW
GeneratorTemp: 52.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-19 07:59:12.916999
WindSpeed: 3.1 m/s
RotorSpeed: 48.2 rpm
GeneratorSpeed: 580.0 rpm
Power: 2.75 kW
GeneratorTemp: 28.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-19 08:06:25.800999
WindSpeed: 2.8 m/s
RotorSpeed: 37.1 rpm
GeneratorSpeed: 440.0 rpm
Power: 0.97 kW
GeneratorTemp: 27.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 09:55:47.576999
WindSpeed: 3.8 m/s
RotorSpeed: 57.2 rpm
GeneratorSpeed: 691.0 rpm
Power: 4.64 kW
GeneratorTemp: 55.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-19 03:25:58.745999
WindSpeed: 2.1 m/s
RotorSpeed: 33.2 rpm
GeneratorSpeed: 403.0 rpm
Power: 0.71 kW
GeneratorTemp: 13.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 13:25:06.335000
WindSpeed: 3.0 m/s
RotorSpeed: 52.8 rpm
GeneratorSpeed: 638.0 rpm
Power: 3.64 kW
GeneratorTemp: 49.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-19 07:33:54.833999
WindSpeed: 2.7 m/s
RotorSpeed: 37.9 rpm
GeneratorSpeed: 445.0 rpm
Power: 1.04 kW
GeneratorTemp: 20.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 10:20:14.457999
WindSpeed: 3.8 m/s
RotorSpeed: 60.2 rpm
GeneratorSpeed: 720.0 rpm
Power: 5.38 kW
GeneratorTemp: 49.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-19 07:44:05.947000
WindSpeed: 2.6 m/s
RotorSpeed: 32.7 rpm
GeneratorSpeed: 388.0 rpm
Power: 0.57 kW
GeneratorTemp: 21.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-19 06:48:32.939000
WindSpeed: 2.4 m/s
RotorSpeed: 32.8 rpm
GeneratorSpeed: 393.0 rpm
Power: 0.66 kW
GeneratorTemp: 20.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 13:20:04.684000
WindSpeed: 4.4 m/s
RotorSpeed: 65.3 rpm
GeneratorSpeed: 777.0 rpm
Power: 6.73 kW
GeneratorTemp: 48.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 15:38:41.481999
WindSpeed: 2.2 m/s
RotorSpeed: 39.6 rpm
GeneratorSpeed: 471.0 rpm
Power: 1.2 kW
GeneratorTemp: 37.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:40:00.113999
WindSpeed: 4.3 m/s
RotorSpeed: 62.1 rpm
GeneratorSpeed: 749.0 rpm
Power: 6.08 kW
GeneratorTemp: 43.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 15:35:36.182000
WindSpeed: 3.2 m/s
RotorSpeed: 54.6 rpm
GeneratorSpeed: 659.0 rpm
Power: 4.01 kW
GeneratorTemp: 37.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 16:07:05.751
WindSpeed: 2.4 m/s
RotorSpeed: 39.7 rpm
GeneratorSpeed: 471.0 rpm
Power: 1.19 kW
GeneratorTemp: 35.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 17:08:28.960000
WindSpeed: 3.5 m/s
RotorSpeed: 54.4 rpm
GeneratorSpeed: 657.0 rpm
Power: 3.89 kW
GeneratorTemp: 27.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:14:20.092999
WindSpeed: 2.9 m/s
RotorSpeed: 46.7 rpm
GeneratorSpeed: 578.0 rpm
Power: 2.55 kW
GeneratorTemp: 38.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 17:01:41.392
WindSpeed: 3.1 m/s
RotorSpeed: 47.6 rpm
GeneratorSpeed: 566.0 rpm
Power: 2.4 kW
GeneratorTemp: 29.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 15:00:28.229
WindSpeed: 3.8 m/s
RotorSpeed: 60.5 rpm
GeneratorSpeed: 727.0 rpm
Power: 5.38 kW
GeneratorTemp: 49.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 13:54:37.758000
WindSpeed: 2.7 m/s
RotorSpeed: 40.9 rpm
GeneratorSpeed: 487.0 rpm
Power: 1.41 kW
GeneratorTemp: 36.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 15:12:03.971
WindSpeed: 4.8 m/s
RotorSpeed: 64.8 rpm
GeneratorSpeed: 778.0 rpm
Power: 6.76 kW
GeneratorTemp: 53.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 15:23:59.967000
WindSpeed: 4.7 m/s
RotorSpeed: 66.2 rpm
GeneratorSpeed: 779.0 rpm
Power: 6.7 kW
GeneratorTemp: 41.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 12:18:43.245
WindSpeed: 2.8 m/s
RotorSpeed: 47.6 rpm
GeneratorSpeed: 572.0 rpm
Power: 2.53 kW
GeneratorTemp: 24.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 13:41:43.577
WindSpeed: 4.1 m/s
RotorSpeed: 54.5 rpm
GeneratorSpeed: 638.0 rpm
Power: 3.49 kW
GeneratorTemp: 44.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 13:10:55.567
WindSpeed: 3.0 m/s
RotorSpeed: 49.5 rpm
GeneratorSpeed: 581.0 rpm
Power: 2.56 kW
GeneratorTemp: 39.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:19:55.715000
WindSpeed: 2.4 m/s
RotorSpeed: 38.3 rpm
GeneratorSpeed: 459.0 rpm
Power: 1.1 kW
GeneratorTemp: 37.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 15:58:26.625
WindSpeed: 2.7 m/s
RotorSpeed: 44.7 rpm
GeneratorSpeed: 533.0 rpm
Power: 1.88 kW
GeneratorTemp: 38.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:18:50.624000
WindSpeed: 4.3 m/s
RotorSpeed: 62.8 rpm
GeneratorSpeed: 743.0 rpm
Power: 5.93 kW
GeneratorTemp: 36.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 15:51:56.976999
WindSpeed: 2.7 m/s
RotorSpeed: 42.5 rpm
GeneratorSpeed: 520.0 rpm
Power: 1.87 kW
GeneratorTemp: 32.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 14:22:07.860
WindSpeed: 5.7 m/s
RotorSpeed: 65.2 rpm
GeneratorSpeed: 779.0 rpm
Power: 6.72 kW
GeneratorTemp: 45.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 12:44:20.361
WindSpeed: 2.9 m/s
RotorSpeed: 42.7 rpm
GeneratorSpeed: 514.0 rpm
Power: 1.77 kW
GeneratorTemp: 27.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 12:45:40.564
WindSpeed: 2.4 m/s
RotorSpeed: 35.2 rpm
GeneratorSpeed: 424.0 rpm
Power: 0.8 kW
GeneratorTemp: 26.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 17:21:06.732
WindSpeed: 2.8 m/s
RotorSpeed: 44.7 rpm
GeneratorSpeed: 533.0 rpm
Power: 1.96 kW
GeneratorTemp: 28.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:22:14.916000
WindSpeed: 3.2 m/s
RotorSpeed: 52.1 rpm
GeneratorSpeed: 632.0 rpm
Power: 3.55 kW
GeneratorTemp: 36.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:35:06.456000
WindSpeed: 3.4 m/s
RotorSpeed: 58.2 rpm
GeneratorSpeed: 696.0 rpm
Power: 4.76 kW
GeneratorTemp: 39.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:49:29.287000
WindSpeed: 5.7 m/s
RotorSpeed: 65.3 rpm
GeneratorSpeed: 784.0 rpm
Power: 6.77 kW
GeneratorTemp: 42.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 13:47:34.292
WindSpeed: 6.4 m/s
RotorSpeed: 65.1 rpm
GeneratorSpeed: 781.0 rpm
Power: 6.8 kW
GeneratorTemp: 41.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 12:06:21.939
WindSpeed: 2.3 m/s
RotorSpeed: 40.1 rpm
GeneratorSpeed: 481.0 rpm
Power: 1.36 kW
GeneratorTemp: 24.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 15:00:54.305
WindSpeed: 3.5 m/s
RotorSpeed: 56.4 rpm
GeneratorSpeed: 663.0 rpm
Power: 3.95 kW
GeneratorTemp: 48.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 11:58:38.900
WindSpeed: 3.0 m/s
RotorSpeed: 47.5 rpm
GeneratorSpeed: 568.0 rpm
Power: 2.42 kW
GeneratorTemp: 22.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 15:11:45.960
WindSpeed: 5.2 m/s
RotorSpeed: 64.9 rpm
GeneratorSpeed: 779.0 rpm
Power: 6.7 kW
GeneratorTemp: 53.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:07:59.428000
WindSpeed: 3.4 m/s
RotorSpeed: 53.2 rpm
GeneratorSpeed: 637.0 rpm
Power: 3.51 kW
GeneratorTemp: 40.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 15:17:19.990000
WindSpeed: 4.0 m/s
RotorSpeed: 57.5 rpm
GeneratorSpeed: 687.0 rpm
Power: 4.5 kW
GeneratorTemp: 36.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 15:12:11.431000
WindSpeed: 2.8 m/s
RotorSpeed: 40.0 rpm
GeneratorSpeed: 476.0 rpm
Power: 1.31 kW
GeneratorTemp: 40.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 10:52:43.047
WindSpeed: 3.2 m/s
RotorSpeed: 43.3 rpm
GeneratorSpeed: 518.0 rpm
Power: 1.77 kW
GeneratorTemp: 17.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 14:04:03.364
WindSpeed: 3.4 m/s
RotorSpeed: 52.1 rpm
GeneratorSpeed: 619.0 rpm
Power: 3.18 kW
GeneratorTemp: 37.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 14:36:19.648
WindSpeed: 3.9 m/s
RotorSpeed: 52.0 rpm
GeneratorSpeed: 615.0 rpm
Power: 3.06 kW
GeneratorTemp: 49.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 14:43:40.629
WindSpeed: 4.3 m/s
RotorSpeed: 58.7 rpm
GeneratorSpeed: 687.0 rpm
Power: 4.44 kW
GeneratorTemp: 45.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 13:59:12.776
WindSpeed: 3.4 m/s
RotorSpeed: 53.3 rpm
GeneratorSpeed: 640.0 rpm
Power: 3.61 kW
GeneratorTemp: 40.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 15:50:15.808000
WindSpeed: 2.6 m/s
RotorSpeed: 41.1 rpm
GeneratorSpeed: 484.0 rpm
Power: 1.37 kW
GeneratorTemp: 32.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 13:53:04.983
WindSpeed: 4.0 m/s
RotorSpeed: 61.0 rpm
GeneratorSpeed: 720.0 rpm
Power: 5.18 kW
GeneratorTemp: 44.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 12:24:58.975
WindSpeed: 2.9 m/s
RotorSpeed: 46.2 rpm
GeneratorSpeed: 558.0 rpm
Power: 2.26 kW
GeneratorTemp: 26.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 17:21:42.754
WindSpeed: 2.6 m/s
RotorSpeed: 43.3 rpm
GeneratorSpeed: 515.0 rpm
Power: 1.7 kW
GeneratorTemp: 28.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 15:34:51.896
WindSpeed: 3.2 m/s
RotorSpeed: 50.7 rpm
GeneratorSpeed: 606.0 rpm
Power: 2.99 kW
GeneratorTemp: 48.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:11:45.849999
WindSpeed: 4.0 m/s
RotorSpeed: 59.0 rpm
GeneratorSpeed: 718.0 rpm
Power: 5.38 kW
GeneratorTemp: 38.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:36:28.633999
WindSpeed: 4.7 m/s
RotorSpeed: 65.5 rpm
GeneratorSpeed: 779.0 rpm
Power: 6.72 kW
GeneratorTemp: 41.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 12:13:27.725
WindSpeed: 2.6 m/s
RotorSpeed: 42.3 rpm
GeneratorSpeed: 513.0 rpm
Power: 1.75 kW
GeneratorTemp: 24.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-20 14:09:14.574000
WindSpeed: 2.5 m/s
RotorSpeed: 43.8 rpm
GeneratorSpeed: 541.0 rpm
Power: 2.11 kW
GeneratorTemp: 40.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 16:21:05.124
WindSpeed: 2.4 m/s
RotorSpeed: 41.1 rpm
GeneratorSpeed: 495.0 rpm
Power: 1.49 kW
GeneratorTemp: 32.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 13:00:51.393
WindSpeed: 2.7 m/s
RotorSpeed: 47.1 rpm
GeneratorSpeed: 588.0 rpm
Power: 2.8 kW
GeneratorTemp: 36.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 13:55:54.357
WindSpeed: 4.0 m/s
RotorSpeed: 57.2 rpm
GeneratorSpeed: 681.0 rpm
Power: 4.44 kW
GeneratorTemp: 43.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 18:30:03.521
WindSpeed: 2.1 m/s
RotorSpeed: 37.6 rpm
GeneratorSpeed: 450.0 rpm
Power: 1.03 kW
GeneratorTemp: 24.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 20:21:08.319
WindSpeed: 2.4 m/s
RotorSpeed: 42.5 rpm
GeneratorSpeed: 507.0 rpm
Power: 1.64 kW
GeneratorTemp: 24.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 21:36:43.531
WindSpeed: 2.3 m/s
RotorSpeed: 37.2 rpm
GeneratorSpeed: 447.0 rpm
Power: 1.02 kW
GeneratorTemp: 23.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-24 15:14:13.156
WindSpeed: 2.1 m/s
RotorSpeed: 37.8 rpm
GeneratorSpeed: 455.0 rpm
Power: 1.07 kW
GeneratorTemp: 19.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 21:15:25.048
WindSpeed: 2.7 m/s
RotorSpeed: 46.0 rpm
GeneratorSpeed: 550.0 rpm
Power: 2.21 kW
GeneratorTemp: 24.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-24 14:44:50.462
WindSpeed: 2.2 m/s
RotorSpeed: 39.7 rpm
GeneratorSpeed: 475.0 rpm
Power: 1.27 kW
GeneratorTemp: 19.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 18:05:25.606
WindSpeed: 2.2 m/s
RotorSpeed: 38.8 rpm
GeneratorSpeed: 468.0 rpm
Power: 1.22 kW
GeneratorTemp: 27.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-24 15:00:48.411
WindSpeed: 2.1 m/s
RotorSpeed: 29.9 rpm
GeneratorSpeed: 357.0 rpm
Power: 0.32 kW
GeneratorTemp: 18.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-24 14:18:08.453
WindSpeed: 3.0 m/s
RotorSpeed: 49.9 rpm
GeneratorSpeed: 595.0 rpm
Power: 2.77 kW
GeneratorTemp: 19.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-24 14:14:41.002
WindSpeed: 2.2 m/s
RotorSpeed: 39.3 rpm
GeneratorSpeed: 472.0 rpm
Power: 1.22 kW
GeneratorTemp: 18.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 20:44:14.661
WindSpeed: 2.7 m/s
RotorSpeed: 43.4 rpm
GeneratorSpeed: 517.0 rpm
Power: 1.75 kW
GeneratorTemp: 24.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 20:05:45.745
WindSpeed: 2.7 m/s
RotorSpeed: 44.7 rpm
GeneratorSpeed: 531.0 rpm
Power: 1.95 kW
GeneratorTemp: 23.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 21:48:20.922
WindSpeed: 2.1 m/s
RotorSpeed: 34.4 rpm
GeneratorSpeed: 410.0 rpm
Power: 0.72 kW
GeneratorTemp: 22.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 20:29:42.095
WindSpeed: 2.3 m/s
RotorSpeed: 40.0 rpm
GeneratorSpeed: 476.0 rpm
Power: 1.27 kW
GeneratorTemp: 23.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 19:01:54.496
WindSpeed: 2.2 m/s
RotorSpeed: 36.3 rpm
GeneratorSpeed: 437.0 rpm
Power: 0.92 kW
GeneratorTemp: 23.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 21:41:31.160
WindSpeed: 2.4 m/s
RotorSpeed: 38.5 rpm
GeneratorSpeed: 460.0 rpm
Power: 1.17 kW
GeneratorTemp: 22.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 20:47:16.890
WindSpeed: 2.7 m/s
RotorSpeed: 43.5 rpm
GeneratorSpeed: 519.0 rpm
Power: 1.72 kW
GeneratorTemp: 24.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 20:41:24.333
WindSpeed: 2.5 m/s
RotorSpeed: 43.9 rpm
GeneratorSpeed: 525.0 rpm
Power: 1.75 kW
GeneratorTemp: 24.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-01-23 21:02:26.662
WindSpeed: 2.6 m/s
RotorSpeed: 42.0 rpm
GeneratorSpeed: 504.0 rpm
Power: 1.64 kW
GeneratorTemp: 24.1 °C
---"
